i_,i0_,name,mult,inchi,path
994,841,C6H11O15-2OOH,1,"InChI=1S/C6H12O3/c1-5-2-3-6(9-7)4-8-5/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
995,842,C6H11O15-3OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-7)2-3-8-5/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
996,842,C6H11O15-3OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-7)2-3-8-5/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
997,843,C6H11O15-4OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-7)3-2-4-8-5/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
998,843,C6H11O15-4OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-7)3-2-4-8-5/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
999,844,C6H11O15-6OOH,1,"InChI=1S/C6H12O3/c7-9-5-6-3-1-2-4-8-6/h6-7H,1-5H2/t6-/m0/s1",
1000,845,C6H11O23-1OOH,1,"InChI=1S/C6H12O3/c1-2-3-5-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1001,845,C6H11O23-1OOH,1,"InChI=1S/C6H12O3/c1-2-3-5-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1002,846,C6H11O23-4OOH,1,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1003,846,C6H11O23-4OOH,1,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1004,846,C6H11O23-4OOH,1,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1005,846,C6H11O23-4OOH,1,"InChI=1S/C6H12O3/c1-3-5(9-7)6-4(2)8-6/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1006,847,C6H11O23-5OOH,1,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1007,847,C6H11O23-5OOH,1,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1008,847,C6H11O23-5OOH,1,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1009,847,C6H11O23-5OOH,1,"InChI=1S/C6H12O3/c1-4(9-7)3-6-5(2)8-6/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1010,848,C6H11O23-6OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-5)3-2-4-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1011,848,C6H11O23-6OOH,1,"InChI=1S/C6H12O3/c1-5-6(9-5)3-2-4-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1012,849,C6H11O24-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1013,849,C6H11O24-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1014,850,C6H11O24-3OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1015,850,C6H11O24-3OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1016,850,C6H11O24-3OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1017,850,C6H11O24-3OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(9-7)4(2)8-5/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1018,851,C6H11O24-5OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1019,851,C6H11O24-5OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1020,851,C6H11O24-5OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1021,851,C6H11O24-5OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(8-4)5(2)9-7/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1022,852,C6H11O24-6OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-5)2-3-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1023,852,C6H11O24-6OOH,1,"InChI=1S/C6H12O3/c1-5-4-6(9-5)2-3-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1024,853,C6H11O25-1OOH,1,"InChI=1S/C6H12O3/c1-5-2-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1025,853,C6H11O25-1OOH,1,"InChI=1S/C6H12O3/c1-5-2-3-6(9-5)4-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1026,854,C6H11O25-3OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1027,854,C6H11O25-3OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1028,854,C6H11O25-3OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1029,854,C6H11O25-3OOH,1,"InChI=1S/C6H12O3/c1-4-3-6(9-7)5(2)8-4/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1030,855,C6H11O34-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-6(9-5)3-4-8-7/h5-7H,2-4H2,1H3/t5-,6-/m0/s1",
1031,855,C6H11O34-1OOH,1,"InChI=1S/C6H12O3/c1-2-5-6(9-5)3-4-8-7/h5-7H,2-4H2,1H3/t5-,6+/m0/s1",
1032,856,C6H11O34-2OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3/t4-,5-,6-/m0/s1",
1033,856,C6H11O34-2OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3/t4-,5-,6+/m0/s1",
1034,856,C6H11O34-2OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3/t4-,5+,6-/m0/s1",
1035,856,C6H11O34-2OOH,1,"InChI=1S/C6H12O3/c1-3-5-6(8-5)4(2)9-7/h4-7H,3H2,1-2H3/t4-,5+,6+/m0/s1",
1036,857,C4H7O12-4,2,"InChI=1S/C4H7O/c1-2-4-3-5-4/h4H,1-3H2/t4-/m0/s1",
1037,858,C4H7O13-4,2,"InChI=1S/C4H7O/c1-4-2-3-5-4/h4H,1-3H2/t4-/m0/s1",
1038,859,C4H7O23-1,2,"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3/t3-,4-/m0/s1",
1039,859,C4H7O23-1,2,"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3/t3-,4+/m0/s1",
1040,860,C5H9O12-5,2,"InChI=1S/C5H9O/c1-2-3-5-4-6-5/h5H,1-4H2/t5-/m0/s1",
1041,861,C5H9O13-5,2,"InChI=1S/C5H9O/c1-2-5-3-4-6-5/h5H,1-4H2/t5-/m0/s1",
1042,862,C5H9O14-5,2,"InChI=1S/C5H9O/c1-5-3-2-4-6-5/h5H,1-4H2/t5-/m0/s1",
1043,863,C5H9O23-1,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,2-3H2,1H3/t4-,5-/m0/s1",
1044,863,C5H9O23-1,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,2-3H2,1H3/t4-,5+/m0/s1",
1045,864,C5H9O23-5,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,1,3H2,2H3/t4-,5-/m0/s1",
1046,864,C5H9O23-5,2,"InChI=1S/C5H9O/c1-3-5-4(2)6-5/h4-5H,1,3H2,2H3/t4-,5+/m0/s1",
1047,865,C5H9O24-1,2,"InChI=1S/C5H9O/c1-4-3-5(2)6-4/h4-5H,1,3H2,2H3/t4-,5-/m0/s1",
1048,865,C5H9O24-1,2,"InChI=1S/C5H9O/c1-4-3-5(2)6-4/h4-5H,1,3H2,2H3/t4-,5+/m0/s1",
1049,866,AC3H5CHO,1,"InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2",
1050,867,PC4H9CO,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3",
1051,868,C6KET12O,2,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h5-6H,2-4H2,1H3/t6-/m0/s1",
1052,869,C6KET13O,2,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h5-6H,2-4H2,1H3/t6-/m0/s1",
1053,870,C6KET14O,2,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h5-6H,2-4H2,1H3/t6-/m0/s1",
1054,871,C6KET15O,2,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h5-6H,2-4H2,1H3/t6-/m0/s1",
1055,872,C6KET21O,2,"InChI=1S/C6H11O2/c1-2-3-4-6(8)5-7/h2-5H2,1H3",
1056,873,C6KET23O,2,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h6H,3-4H2,1-2H3/t6-/m0/s1",
1057,874,C6KET24O,2,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h6H,3-4H2,1-2H3/t6-/m0/s1",
1058,875,C6KET25O,2,"InChI=1S/C6H11O2/c1-5(7)3-4-6(2)8/h5H,3-4H2,1-2H3/t5-/m0/s1",
1059,876,C6KET26O,2,"InChI=1S/C6H11O2/c1-6(8)4-2-3-5-7/h2-5H2,1H3",
1060,877,C6KET31O,2,"InChI=1S/C6H11O2/c1-2-3-6(8)4-5-7/h2-5H2,1H3",
1061,878,C6KET32O,2,"InChI=1S/C6H11O2/c1-3-4-6(8)5(2)7/h5H,3-4H2,1-2H3/t5-/m0/s1",
1062,879,C6KET34O,2,"InChI=1S/C6H11O2/c1-3-5(7)6(8)4-2/h5H,3-4H2,1-2H3/t5-/m0/s1",
1063,880,C6KET35O,2,"InChI=1S/C6H11O2/c1-3-6(8)4-5(2)7/h5H,3-4H2,1-2H3/t5-/m0/s1",
1064,881,C6KET36O,2,"InChI=1S/C6H11O2/c1-2-6(8)4-3-5-7/h2-5H2,1H3",
1065,882,C6H12OOH1-2O,2,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6,8H,2-5H2,1H3/t6-/m0/s1",
1066,883,C6H12OOH1-3O,2,"InChI=1S/C6H13O3/c1-2-3-6(7)4-5-9-8/h6,8H,2-5H2,1H3/t6-/m0/s1",
1067,884,C6H12OOH1-4O,2,"InChI=1S/C6H13O3/c1-2-6(7)4-3-5-9-8/h6,8H,2-5H2,1H3/t6-/m0/s1",
1068,885,C6H12OOH1-5O,2,"InChI=1S/C6H13O3/c1-6(7)4-2-3-5-9-8/h6,8H,2-5H2,1H3/t6-/m0/s1",
1069,886,C6H12OOH2-1O,2,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6,8H,2-5H2,1H3/t6-/m0/s1",
1070,887,C6H12OOH2-3O,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1071,887,C6H12OOH2-3O,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1072,888,C6H12OOH2-4O,2,"InChI=1S/C6H13O3/c1-3-6(7)4-5(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1073,888,C6H12OOH2-4O,2,"InChI=1S/C6H13O3/c1-3-6(7)4-5(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1074,889,C6H12OOH2-5O,2,"InChI=1S/C6H13O3/c1-5(7)3-4-6(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1075,889,C6H12OOH2-5O,2,"InChI=1S/C6H13O3/c1-5(7)3-4-6(2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1076,890,C6H12OOH2-6O,2,"InChI=1S/C6H13O3/c1-6(9-8)4-2-3-5-7/h6,8H,2-5H2,1H3/t6-/m0/s1",
1077,891,C6H12OOH3-1O,2,"InChI=1S/C6H13O3/c1-2-3-6(9-8)4-5-7/h6,8H,2-5H2,1H3/t6-/m0/s1",
1078,892,C6H12OOH3-2O,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1079,892,C6H12OOH3-2O,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1080,893,C6H12OOH3-4O,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1081,893,C6H12OOH3-4O,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1082,894,C6H12OOH3-5O,2,"InChI=1S/C6H13O3/c1-3-6(9-8)4-5(2)7/h5-6,8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1083,894,C6H12OOH3-5O,2,"InChI=1S/C6H13O3/c1-3-6(9-8)4-5(2)7/h5-6,8H,3-4H2,1-2H3/t5-,6+/m0/s1",
1084,895,C6H12OOH3-6O,2,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3/t6-/m0/s1",
1085,896,NC5H11CHO,1,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",
1086,897,C6Y2,1,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",
1087,898,CH3COOH,1,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",
1088,899,C2H5COOH,1,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",
1089,900,C6H12-1,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",
1090,901,C6H12-2,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3-",
1091,901,C6H12-2,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+",
1092,902,C6H12-3,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h5-6H,3-4H2,1-2H3/b6-5-",
1093,902,C6H12-3,1,"InChI=1S/C6H12/c1-3-5-6-4-2/h5-6H,3-4H2,1-2H3/b6-5+",
1094,903,C6H111-3,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5H,1,4,6H2,2H3",
1095,904,C6H111-4,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,6H,1,4-5H2,2H3",
1096,905,C6H111-5,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-4H,1,5-6H2,2H3",
1097,906,C6H111-6,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3H,1-2,4-6H2",
1098,907,C6H112-4,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3,5-6H,4H2,1-2H3",
1099,908,C6H112-5,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-5H,6H2,1-2H3/b5-3-",
1100,908,C6H112-5,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h3-5H,6H2,1-2H3/b5-3+",
1101,909,C6H112-6,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h4,6H,1,3,5H2,2H3/b6-4-",
1102,909,C6H112-6,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h4,6H,1,3,5H2,2H3/b6-4+",
1103,910,C6H113-1,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h5-6H,1,3-4H2,2H3/b6-5-",
1104,910,C6H113-1,2,"InChI=1S/C6H11/c1-3-5-6-4-2/h5-6H,1,3-4H2,2H3/b6-5+",
1105,911,C6H12OH-1J2,2,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h5,7H,2-4,6H2,1H3",
1106,912,C6H12OH-2J1,2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6-7H,2-5H2,1H3/t6-/m0/s1",
1107,913,C6H12OH-2J3,2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h5-7H,3-4H2,1-2H3/t6-/m0/s1",
1108,914,C6H12OH-3J2,2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h4,6-7H,3,5H2,1-2H3/t6-/m0/s1",
1109,915,C6H12OH-3J4,2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h5-7H,3-4H2,1-2H3/t6-/m0/s1",
1110,916,C6H12OH-1O2-2,2,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3/t6-/m0/s1",
1111,917,C6H12OH-2O2-1,2,"InChI=1S/C6H13O3/c1-2-3-4-6(7)5-9-8/h6-7H,2-5H2,1H3/t6-/m0/s1",
1112,918,C6H12OH-2O2-3,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1",
1113,918,C6H12OH-2O2-3,2,"InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1",
1114,919,C6H12OH-3O2-2,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1",
1115,919,C6H12OH-3O2-2,2,"InChI=1S/C6H13O3/c1-3-4-6(7)5(2)9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1",
1116,920,C6H12OH-3O2-4,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1",
1117,920,C6H12OH-3O2-4,2,"InChI=1S/C6H13O3/c1-3-5(7)6(4-2)9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1",
1118,921,PC4H9CHO,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3",
1119,922,PC4H8CHO-1,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h4-5H,2-3H2,1H3",
1120,923,PC4H8CHO-2,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h3,5H,2,4H2,1H3",
1121,924,PC4H8CHO-3,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h2,5H,3-4H2,1H3",
1122,925,PC4H8CHO-4,2,"InChI=1S/C5H9O/c1-2-3-4-5-6/h5H,1-4H2",
1123,926,C6H11-1D3O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h4,6H,2-3,5H2,1H3/t6-/m0/s1",
1124,927,C6H11-1D4O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,6H,1,4-5H2,2H3/t6-/m0/s1",
1125,928,C6H11-1D5O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h3,6H,1,4-5H2,2H3/t6-/m0/s1",
1126,929,C6H11-1D6O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2H,1,3-6H2",
1127,930,C6H11-2D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4-5H,2-3,6H2,1H3/b5-4-",
1128,930,C6H11-2D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4-5H,2-3,6H2,1H3/b5-4+",
1129,931,C6H11-2D4O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,5-6H,4H2,1-2H3/b5-3-/t6-/m0/s1",
1130,931,C6H11-2D4O,2,"InChI=1S/C6H11O/c1-3-5-6(7)4-2/h3,5-6H,4H2,1-2H3/b5-3+/t6-/m0/s1",
1131,932,C6H11-2D5O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h3-4,6H,5H2,1-2H3/b4-3-/t6-/m0/s1",
1132,932,C6H11-2D5O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h3-4,6H,5H2,1-2H3/b4-3+/t6-/m0/s1",
1133,933,C6H11-2D6O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-3H,4-6H2,1H3/b3-2-",
1134,933,C6H11-2D6O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-3H,4-6H2,1H3/b3-2+",
1135,934,C6H11-3D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3-4H,2,5-6H2,1H3/b4-3-",
1136,934,C6H11-3D1O,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3-4H,2,5-6H2,1H3/b4-3+",
1137,935,C6H11-3D2O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h4-6H,3H2,1-2H3/b5-4-/t6-/m0/s1",
1138,935,C6H11-3D2O,2,"InChI=1S/C6H11O/c1-3-4-5-6(2)7/h4-6H,3H2,1-2H3/b5-4+/t6-/m0/s1",
1139,936,NC5H11CO,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2-5H2,1H3",
1140,937,NC5H10CHO-1,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h5-6H,2-4H2,1H3",
1141,938,NC5H10CHO-2,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h4,6H,2-3,5H2,1H3",
1142,939,NC5H10CHO-3,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h3,6H,2,4-5H2,1H3",
1143,940,NC5H10CHO-4,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h2,6H,3-5H2,1H3",
1144,941,NC5H10CHO-5,2,"InChI=1S/C6H11O/c1-2-3-4-5-6-7/h6H,1-5H2",
1145,942,C6H10D13,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3/b6-5-",
1146,942,C6H10D13,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3,5-6H,1,4H2,2H3/b6-5+",
1147,943,C6H10D24,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3-,6-4-",
1148,943,C6H10D24,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3-,6-4+",
1149,943,C6H10D24,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3-,6-4+",
1150,943,C6H10D24,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-6H,1-2H3/b5-3+,6-4+",
1151,944,C6H101-5,1,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",
1152,945,C6H9-A,2,"InChI=1S/C6H9/c1-3-5-6-4-2/h3-5H,1-2,6H2",
1153,946,NC7H16,1,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",
1154,947,C7H15-1,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h1,3-7H2,2H3",
1155,948,C7H15-2,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h3H,4-7H2,1-2H3",
1156,949,C7H15-3,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h5H,3-4,6-7H2,1-2H3",
1157,950,C7H15-4,2,"InChI=1S/C7H15/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",
1158,951,C7H15OOH-1,1,"InChI=1S/C7H16O2/c1-2-3-4-5-6-7-9-8/h8H,2-7H2,1H3",
1159,952,C7H15OOH-2,1,"InChI=1S/C7H16O2/c1-3-4-5-6-7(2)9-8/h7-8H,3-6H2,1-2H3/t7-/m0/s1",
1160,953,C7H15OOH-3,1,"InChI=1S/C7H16O2/c1-3-5-6-7(4-2)9-8/h7-8H,3-6H2,1-2H3/t7-/m0/s1",
1161,954,C7H15OOH-4,1,"InChI=1S/C7H16O2/c1-3-5-7(9-8)6-4-2/h7-8H,3-6H2,1-2H3",
1162,955,C7H15-1O2,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h2-7H2,1H3",
1163,956,C7H15-2O2,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7H,3-6H2,1-2H3/t7-/m0/s1",
1164,957,C7H15-3O2,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7H,3-6H2,1-2H3/t7-/m0/s1",
1165,958,C7H15-4O2,2,"InChI=1S/C7H15O2/c1-3-5-7(9-8)6-4-2/h7H,3-6H2,1-2H3",
1166,959,C7H15-1O,2,"InChI=1S/C7H15O/c1-2-3-4-5-6-7-8/h2-7H2,1H3",
1167,960,C7H15-2O,2,"InChI=1S/C7H15O/c1-3-4-5-6-7(2)8/h7H,3-6H2,1-2H3/t7-/m0/s1",
1168,961,C7H15-3O,2,"InChI=1S/C7H15O/c1-3-5-6-7(8)4-2/h7H,3-6H2,1-2H3/t7-/m0/s1",
1169,962,C7H15-4O,2,"InChI=1S/C7H15O/c1-3-5-7(8)6-4-2/h7H,3-6H2,1-2H3",
1170,963,C7H14OOH1-2,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h6,8H,2-5,7H2,1H3",
1171,964,C7H14OOH1-3,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h5,8H,2-4,6-7H2,1H3",
1172,965,C7H14OOH1-4,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h4,8H,2-3,5-7H2,1H3",
1173,966,C7H14OOH1-5,2,"InChI=1S/C7H15O2/c1-2-3-4-5-6-7-9-8/h3,8H,2,4-7H2,1H3",
1174,967,C7H14OOH2-1,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1175,968,C7H14OOH2-3,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h6-8H,3-5H2,1-2H3/t7-/m0/s1",
1176,969,C7H14OOH2-4,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h5,7-8H,3-4,6H2,1-2H3/t7-/m0/s1",
1177,970,C7H14OOH2-5,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h4,7-8H,3,5-6H2,1-2H3/t7-/m0/s1",
1178,971,C7H14OOH2-6,2,"InChI=1S/C7H15O2/c1-3-4-5-6-7(2)9-8/h3,7-8H,4-6H2,1-2H3/t7-/m0/s1",
1179,972,C7H14OOH3-1,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h7-8H,2-6H2,1H3/t7-/m0/s1",
1180,973,C7H14OOH3-2,2,"InChI=1S/C7H15O2/c1-3-5-6-7(4-2)9-8/h4,7-8H,3,5-6H2,1-2H3/t7-/m0/s1",
